,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
Tnrc6c,37.6498,39.6317,38.7686,45.9713,46.7718,39.6444,34.7013
Lrrk1,99.1473,71.3225,98.5076,84.4657,117.404,110.573,127.715
Dab2ip,998.235,867.029,789.46,817.36,599.489,611.144,693.488
Gfod1,67.944,65.1593,76.6017,68.5138,70.3062,70.5494,61.5281
Snx27,711.803,750.288,702.846,762.994,584.371,520.183,608.173
Mier3,265.245,264.845,284.415,299.69,281.015,261.383,202.973
Zswim8,803.333,846.056,860.906,860.729,559.188,561.168,809.861
Tmed8,172.629,206.968,208.565,209.381,143.744,137.981,152.222
Aak1,1122.15,1314.44,917.997,960.253,1575.19,1605.54,1018.05
Ndst1,318.845,289.594,324.857,318.577,335.072,366.687,324.48
Dopey2,257.559,307.96,293.967,327.746,330.792,309.895,214.499
Mtcl1,885.17,807.289,979.771,867.812,1011.47,987.617,1104.19
Pdap1,1069.42,1095.19,1279.71,1200.19,1093.94,1322.15,1456.95
D2Wsu81e,184.217,217.225,203.317,226.263,199.852,234.525,271.625
Babam1,486.545,563.35,470.507,527.086,581.99,575.561,527.356
Arhgap17,1245.03,1448.3,1142.84,1248.37,1064.71,1076.84,861.01
Mettl14,83.8879,88.088,91.3667,95.8836,97.8788,98.8597,105.188
Dtx3l,19.9216,18.7274,11.3852,15.1128,40.6544,43.3909,27.631
Ndufb6,644.075,630.616,749.781,633.588,479.2,516.732,833.388
Rnf10,36.2357,44.4913,44.909,49.2587,36.0037,34.0869,30.1583
Edc4,4238.08,4750.1,4248.49,4751.97,3859.9,3625.24,3617.52
Usp19,1404.07,1103.67,1449.15,1378.66,1440.86,1446.11,1855.96
Gtpbp2,34.4098,24.5585,33.8196,31.4189,41.2763,42.2619,49.9727
,630.786,687.866,650.331,756.121,619.978,596.783,523.124
Rmdn3,513.571,534.566,564.971,543.344,482.65,473.811,789.073
Pcgf5,7.92206,7.52944,12.6316,11.5805,8.40852,13.0429,12.9878
Tax1bp1,2319.82,2500.4,1590.01,1636.36,2226.93,2188.3,1545.54
Smu1,1853.99,1872.67,1986,2031.66,1689.81,1570.95,1516.07
Arglu1,1313.92,1490.69,1464.41,1525.88,1358.81,1196.43,1371.21
Mccc2,574.152,727.417,818.422,834.238,1190.68,1169.49,1592.77
Spg7,766.242,706.176,793.169,663.058,1163.74,1140.16,866.743
Gpd1l,745.809,842.689,715.608,912.006,750.226,721.116,838.076
Lsg1,1680.78,1756.58,1745.94,1751.64,1524.52,1476.04,1650.4
Cog7,559.385,540.697,583.31,585.496,567.037,546.296,617.615
Ppp1r7,1906.25,2157.49,1887.6,2011.35,2348.16,2297.12,1961.23
Smcr8,228.022,228.749,227.74,230.709,200.851,191.684,225.158
Kiaa1033,1993.34,1557.2,1945.58,1667.31,2061.1,2092.93,2855.5
Spata5,2934.15,3149.45,3001.03,3115.48,2538.9,2523.11,3239.22
Cobll1,4965.54,5389.21,6371.74,6034.24,5391.62,5626.8,6250.02
Lrch2,1464.74,1735.27,690.128,757.311,1484.45,1414.82,979.339
Naf1,32.2505,49.0311,40.0129,51.2971,65.5931,55.727,60.9201
Mcu,1150.9,1211.28,1406.09,1344.94,1570.59,1577.46,1917.73
Ppp1r12c,521.249,540.98,552.401,560.462,540.125,589.106,538.759
Hdgfrp2,1435.46,1634.44,1439.27,1606.11,1603.44,1568.95,1307.04
Cln5,745.658,751.526,700.859,696.558,678.11,680.218,587.045
Eml4,370.896,343.738,462.822,373.385,385.549,410.457,592.412
Lclat1,985.345,369.15,1191.63,645.863,1112.27,1160.62,1690.62
Prrc1,483.096,534.329,485.878,539.379,712.866,673.652,410.601
Arhgef40,2491.82,2731.03,2358.99,2552.86,1750.55,1747.87,1757.67
Sec31a,5017.59,5740.96,4879.56,5464.47,6182.18,6110.22,5755.5
Cep63,104.704,120.403,112.821,115.342,96.5585,90.1621,88.0596
Pxdn,346.934,328.138,428.89,426.626,311.574,299.836,281.241
Tars2,1159.13,1088.98,1258.37,1134.78,1377.04,1473.62,2210.04
Selh,193.404,203.252,219.578,219.029,262.356,241.227,161.117
Fcho2,1984.75,2278.55,1806.85,2059.21,1715.45,1589.61,1508.83
Rbm20,734.817,800.538,636.793,679.903,797.59,730.221,794.278
Brd9,19.01,21.4703,18.3726,22.7659,23.8468,21.0948,20.6943
Tgfbrap1,119.867,128.393,139.619,130.107,137.423,130.333,147.023
Slmap,727.724,679.763,825.281,733.111,735.471,737.198,1041.06
Acsf3,273.722,261.862,248.45,292.509,323.36,285.639,312.409
Tex10,1089.88,683.505,1229.4,871.27,1087.82,1107.47,1395.69
Ccdc51,365.175,391.535,367.592,341.095,416.002,433.122,480.253
Peg3,2105.86,2470.37,2078.72,1993.71,765.664,758.703,2355.74
Znf48,21.5617,21.8432,26.2472,23.6035,26.888,23.1408,26.4333
Plcl1,391.82,366.575,369.028,365.423,557.19,511.114,272.04
Sfswap,492.193,576.587,509.651,555.228,558.274,552.292,467.121
Fchsd2,39.0563,36.9558,51.1481,37.3026,47.9655,57.7707,54.3848
,984.46,752.775,986.329,853.843,1002.56,1051.56,752.709
Sorbs2,11362,13860.9,4714.25,6158.1,1041.37,959.461,604.65
Sorbs2,337.298,396.418,181.329,193.687,38.8096,42.763,25.864
Cdc42bpa,2066.36,1977.68,1977.57,1930.57,2129.93,2058.11,2380.63
Tbc1d24,75.2756,63.9941,70.2275,68.5309,61.5767,57.7517,110.876
Them4,78.6576,98.7172,86.4247,94.8999,43.5938,47.8226,87.4208
Strada,235.906,254.89,249.946,266.999,217.861,207.503,214.932
Pgap1,283.205,141.368,296.049,176.954,258.237,249.404,392.834
Pdp1,151.375,192.165,214.988,210.654,231.379,234.978,181.622
Fam91a1,831.041,660.597,816.318,795.932,838.339,906.928,1139.32
Ermp1,830.39,352.935,1243.94,647.678,1403.2,1638.18,2413.51
Vps51,1051.29,1062.67,1002.28,1036.53,1198.2,1154.74,1289.62
Kdm7a,153.094,177.872,118.929,157.785,111.666,78.6311,77.5584
Tubal3,210.462,244.877,221.198,286.404,153.984,92.6673,97.4458
Kiz,42.0305,50.1774,23.1597,30.273,29.8839,29.7301,21.2222
Kdm5a,366.319,330.601,374.645,328.3,424.773,431.002,420.286
,296.579,306.52,356.109,388.217,312.295,322.738,362.161
Rgl3,221.676,251.734,208.803,235.613,237.876,206.212,219.022
Ncbp1,2824.71,2969.88,2968.16,3141.44,1919.45,1837.25,1656.36
Rnpc3,329.164,410.203,302.863,388.495,339.456,326.661,285.547
Narg2,395.933,323.661,434.688,362.117,432.197,421.898,528.986
Lrrfip1,4848.24,5925.76,4750.53,6009.11,4926.58,4830.26,3674
Fam86a,225.45,231.671,204.328,251.335,196.634,203.594,182.614
Tmed1,445.332,284.275,389.182,321.543,365.323,346.859,473.984
Ttc9,551.285,595.925,546.952,599.897,492.381,446.019,644.203
Ccdc176,129.525,105.296,123.915,108.403,112.399,119.418,120.549
Rbm44,554.499,583.556,493.568,655.733,481.353,413.401,415.331
Usp48,449.995,375.273,486.902,480.579,395.175,421.247,285.898
Tmem237,121.917,96.6393,119.76,96.3481,133.65,168.479,169.655
Olfml2b,823.334,854.4,700.068,793.962,653.449,683.374,229.331
Ckap2,650.197,626.444,532.206,523.953,883.228,898.89,742.2
Nt5c2,872.535,771.07,760.993,772.661,718.819,673.921,1063.91
Lepre1,1115.07,1522.39,1303.79,1560.91,1274.64,1374.29,1147.77
Esf1,2565.57,2948.99,2540.45,2751.52,1819.91,1784.14,2895.55
Tmub2,248.095,162.193,172.504,171.548,176.451,191.973,266.285
Kif22,804.744,830.392,843.436,813.484,885.169,940.057,892.007
Lace1,164.051,175.387,205.03,177.85,114.792,127.536,117.807
Pacs2,472.695,375.512,459.207,452.615,442.42,435.928,460.631
Mthfd1l,5057.08,5654.96,4708.02,4745.73,6093.77,6021.74,5859.62
Commd6,990.878,1178.07,1093.23,1203.45,1040.4,835.925,877.405
Vezt,797.02,443.181,800.56,550.161,955.891,947.898,1099.71
Snx25,22.1337,8.89072,30.4205,20.289,37.4187,41.5441,54.2771
Dync2h1,127.729,98.9157,130.644,126.642,161.864,197.427,158.562
Zfand3,169.271,166.782,144.878,156.547,112.974,118.123,133.249
Srbd1,1363.1,600.619,1384.96,1016.57,1578.06,1694.78,2283.86
Bahd1,190.04,181.977,181.608,197.996,135.13,147.885,206.804
Mars2,133.007,110.335,141.781,118.69,135.081,159.372,138.762
Prpf38a,535.291,544.743,581.245,563.497,438.542,397.949,404.894
Syne3,1410.92,395.332,1777.3,797.658,2045.04,2192.42,2419.81
Ddx49,404.997,245.113,441.609,445.278,298.873,378.005,637.04
Ubn1,63.4343,50.2413,69.7119,59.703,73.926,80.8377,45.0564
Klhdc2,47.8912,42.7098,37.4714,37.1457,36.3079,37.2251,41.7989
Abl2,265.151,208.964,239.024,226.644,210.171,219.715,274.458
Abracl,219.847,292.379,217.383,259.173,175.676,173.231,142.746
Plch1,994.237,985.872,1048.54,1153.38,1069.08,915.962,830.757
Arap1,772.167,760.581,670.522,710.184,751.074,752.698,622.81
Odr4,660.134,277.529,700.495,383.961,805.951,822.568,1258.71
Ece1,1653.99,1388.24,1976.38,1718.45,911.998,940.33,1051.4
Atad5,162.728,78.4944,184.928,111.757,213.578,232.565,246.478
Herc2,1038.2,739.628,1064.39,849.72,1034.72,1070.03,1166.08
Pds5b,4210.09,1666.43,5344.67,2895.23,6063.6,6903.01,8264.14
Mum1l1,58.4312,59.308,48.6479,51.9368,85.1264,93.603,74.0241
Cdv3,2782.96,2881.26,2924.71,3067.87,2371.79,2360.27,2329.91
Snx33,404.792,470.118,332.596,394.023,245.034,242.21,284.577
Plekhg3,555.732,546.95,543.198,566.383,426.526,410.953,479.953
Tmem65,342.082,337.336,290.429,242.365,239.358,261.591,319.703
Tapt1,667.389,241.937,728.571,370.508,652.958,696.394,1198.61
Wdr18,1437.02,1539.79,1393.38,1534.71,1383.39,1247.37,1357.81
R3hdm4,170.716,113.374,201.016,183.53,198.743,200.873,509.262
Maea,614.218,630.516,434.438,520.618,514.699,466.881,606.425
Rc3h1,518.055,471.011,434.441,425.464,385.252,389.025,418.081
Fam173a,93.9017,86.3017,73.7912,81.1488,77.373,68.4559,80.5979
Ddx17,4877.08,5542.94,5511.87,5711.22,5488.22,5331.48,4956.78
Phactr4,1741.3,1953.38,1831.09,1894.41,1255.11,1094.44,937.983
Zbtb8os,1085.73,1166.75,1072.03,1143.74,886.427,824.013,677.14
Ankrd28,952.691,1094.26,941.288,1032.09,700.807,676.986,677.493
Opa3,326.314,342.285,358.071,313.176,281.851,308.125,329.908
Nr2c1,42.4718,31.2082,46.3344,44.4307,47.9784,43.8619,56.7596
Lrrc47,3228.37,3444.97,2735.08,2562.33,2752.25,2882.34,3383.15
Znf827,83.0929,92.1299,89.497,86.4212,86.472,91.1568,81.9507
Ccnl1,56.9185,41.0014,58.0009,61.6192,53.2319,56.7493,77.5065
Srrm1,912.862,985.631,933.462,995.115,935.537,892.558,652.226
Prune2,4900.58,5519.67,4239.91,4766.43,5526.92,5589.58,3555.81
Adck4,27.5644,33.9145,26.2398,30.2274,33.2165,38.5366,35.7746
Cenpj,29.778,26.8746,34.2155,28.7656,17.5703,21.7763,18.7168
Ddx46,5168.36,5848.66,5373.03,6116.52,5013.98,4708.56,4905.76
Thrap3,4257.71,4984.94,4247.81,4741.56,4581.68,4338.78,3020.73
Gpkow,814.422,865.365,868.108,859.299,824.532,824.519,845.442
Deptor,542.541,669.247,811.404,893.463,930.827,987.894,982.093
Galns,251.322,249.098,283.226,305.496,372.703,402.387,495.15
Lin54,160.922,181.091,168.992,189.387,210.051,205.664,172.341
Urb1,1469.71,931.758,1520.36,1290.8,1621.05,1801.83,1964.39
Aldh16a1,1050.84,1144.38,1024.31,1186.44,1263.2,1225.73,1277.72
Tab3,60.2596,75.0807,64.2556,66.7967,73.9909,68.6214,42.5539
Spag9,6449.63,6601.09,5835.42,5985.71,5794.22,5726.11,5904.08
E2f8,25.1724,17.7526,20.9806,24.7052,19.2901,16.1613,39.4354
Ndufaf2,894.251,1090.91,979.158,1139.7,1575.6,1478.84,1195.2
Pex1,281.122,272.107,286.896,297.916,253.662,239.378,275.421
Zcchc6,1619.44,891.901,1707.04,1244.64,2098.35,2239.66,2340.4
Eapp,843.364,904.425,852.182,933.525,808.519,713.4,832.91
FLG2,1345.83,656.073,1714.6,1907.31,649.605,841.121,573.27
Mypn,53.0405,94.3841,56.6788,55.6673,82.4548,100.449,62.858
Slc4a10,351.942,298.053,260.831,259.524,262.181,264.857,196.175
Rnf20,3691.61,4107.7,3611.74,3835.45,3203.36,3024.74,2711.12
Fam208b,855.969,497.548,934.747,686.194,988.461,928.452,1267.95
Afap1l2,347.686,403.824,424.963,475.597,884.594,843.332,478.583
Kiaa1551,221.561,221.543,207.024,197.324,274.96,269.091,231.125
Jcad,1200.4,1161.8,922.775,1058.79,934.654,870.104,687.05
Usp22,280.635,168.162,270.287,220.225,210.186,213.243,283.513
Zfyve26,139.043,121.123,119.904,117.146,102.452,102.157,126.89
Ehmt1,1233.01,1350.73,1193.67,1333.6,1140.38,1140.68,1119.53
Hspb6,45.9323,62.8568,36.8367,43.4181,69.2449,67.13,67.8601
,309.637,410.956,376.189,376.838,327.148,332.142,204.055
Rassf5,33.9319,29.7794,35.8645,38.188,47.5211,42.6623,64.5516
Prkaa1,2292.55,1751.75,2281.06,1919.9,1963.85,2137.45,2581.81
Nufip2,2674.53,2798.61,2532.41,2568.25,2422.82,2329.27,2314.61
Taok1,1540.81,1671.8,1563.27,1520.2,1460.71,1447.68,1498.6
Unkl,604.653,657.431,597.324,645.487,554.13,561.717,563.497
Tmem2,998.626,857.418,1003.65,957.38,1824.98,1784.1,1753.32
Arhgap1,1848.32,2026.22,1772.95,2083.01,2095.06,2097.63,2311.31
Vps13a,2879.59,2447.92,2595.33,2584.62,3366.42,3310.36,2366.27
Tsr3,315.239,323.431,306.445,322.082,274.276,250.921,301.291
Mtus1,106.769,128.736,123.052,129.14,200.543,184.169,176.208
Slc25a51,92.909,74.9138,84.3064,81.2536,78.7673,85.0415,87.9623
Drosha,215.644,176.317,230.387,194.134,177.875,191.733,190.143
Slc38a10,1554.55,1312.68,1700.51,1673.79,1607.12,1684.89,1484.07
Usp28,162.752,159.465,159.031,169.572,198.067,183.359,154.558
Ppp1r13l,494.74,511.286,451.801,448.471,449.878,428.199,434.05
Slc30a9,352.487,317.126,358.513,294.281,443.004,455.259,544.559
Vps41,592.96,650.307,601.865,662.277,551.544,551.619,752.504
Pigh,189.89,91.2304,182.692,119.033,183.555,204.818,262.817
Cobl,120.46,122.216,86.417,85.8397,166.697,167.498,163.368
Ttf2,1219.6,849.308,1204.69,962.425,1342.3,1367.59,1890.39
Slc16a11,7.40383,3.76413,4.78375,8.91093,13.7628,7.89993,12.5077
Trim41,8.31814,12.3408,9.64741,11.4173,12.2756,11.0805,10.5073
Trappc1,633.228,486.487,474.681,608.473,494.329,518.727,525.709
Urgcp,407.969,369.979,398.109,393.893,387.084,403.404,433.132
Dph1,415.95,373.488,389.907,386.764,242.863,223.568,305.964
Nsrp1,347.291,422.434,379.534,421.66,426.592,386.683,444.442
Neurl4,103.302,117.979,106.133,110.12,79.024,64.981,84.4201
Wdr81,932.982,980.543,813.392,865.877,971.078,941.656,1273.27
Rnmtl1,554.071,672.631,650.437,539.439,755.997,814.323,1034.3
Kiaa1211,266.343,228.123,256.391,225.1,180.532,177.95,251.592
Heatr5a,2419.28,2494.6,2443.02,2560.71,2255.46,2155.4,2223
Mdc1,1213.11,689.616,1175.86,795.969,1808.19,2047.44,1752.22
Osbp2,936.658,931.114,721.846,806.938,68.0521,68.8345,90.2846
Zscan26,8.18164,10.3557,11.7668,13.5719,12.058,14.5068,14.7707
Nol10,1396.27,1010.49,1494.61,1237.02,1285.24,1264.48,2253.92
Smg7,947.244,806.299,1058.58,950.166,923.985,957.19,1103.98
G2e3,15.421,20.036,12.5782,19.0225,15.8121,20.4418,18.5294
Smim7,122.176,96.0404,126.82,119.732,119.692,114.267,143.835
Mocs1,219.028,255.545,308.78,308.347,360.48,355.502,390.491
Gstcd,141.334,88.9129,101.882,86.8943,111.791,112.582,154.965
Lrrk2,1787.69,1246.07,1954.03,1534.43,2283.34,2416.99,2774.6
Igf2bp2,1242.76,1389.84,1257.92,1473.13,304.393,282.612,269.16
Rbm27,1095.4,1124.78,1173.37,1209.21,1265.02,1259.51,761.759
Ccdc88a,3190.19,3424.43,3097.99,3319.93,4418.5,4343.43,3762.14
Vps54,88.248,83.1635,86.895,77.4421,102.86,94.0461,84.4081
Ccdc157,633.183,578.463,605.149,585.922,395.188,370.369,614.63
Sap30l,82.8425,82.8253,78.9641,92.3505,100.171,81.107,79.5564
Cyfip2,2632.35,2443.26,2645.63,2645.55,2638.33,2623.37,2818.3
Bod1,20.4974,20.0919,19.653,18.6538,17.0711,10.7681,14.8281
Tom1l2,1254.95,1643.69,1280.59,1437.01,1299.71,1307.55,977.49
Fbxw11,1155.18,1174.98,1168.62,1149.49,972.079,882.118,849.6
Dhrs13,287.237,175.437,335.706,216.491,412.463,430.499,472.352
Abca13,430.398,321.883,441.28,416.217,309.517,262.457,326.56
Utp18,1971.93,1914.99,1755.24,2002.97,1499.85,1635.75,2647.87
Tefm,190.907,180.936,199.153,172.992,233.955,237.497,335.709
Abr,2966.48,2628.21,3101.99,2983.85,3056.97,3071.66,3606.27
Psme4,3924.55,2639.38,4338.83,3591.51,3343.76,3467.89,4022.66
Tns3,1818.81,2189.9,2321.45,2597.5,3769.88,3556.54,3890.58
Coil,324.082,238.693,297.123,277.322,348.046,363.311,397.111
Sco1,178.452,145.415,177.616,129.208,166.554,175.09,210.506
Ankrd40,294.712,347.492,260.474,417.874,211.041,185.791,198.309
Luc7l3,2024.23,2402.09,1954.15,2310.49,2471.79,2427.75,1879.12
Ctc1,1628.56,1305.81,1627.75,1465.35,1438.81,1451.09,1729.22
Ctc1,75.4218,62.9123,77.9112,67.4752,62.3236,67.4534,69.7794
Pfas,2992.34,3848.05,3247.84,3629.43,3849.73,4044.83,3503.66
Ggnbp2,178.481,151.283,171.853,172.248,163.174,168.777,206.687
Myo19,213.319,177.023,219.725,190.134,221.781,250.724,290.423
Rap1gap2,104.216,99.8491,127.051,111.463,156.565,125.779,244.807
Kat7,345.428,222.461,369.337,297.742,336.912,357.432,381.609
Tbc1d9b,908.943,1008.26,941.623,1018.47,1263.1,1307.7,1238.57
Cluh,4815.67,4147.71,5177.44,4839.56,5312.94,4993.08,4626.4
Tsr1,2521.47,1718.6,2721.19,2151.31,2156.96,2281.57,3032.21
Nacad,112.558,91.5718,88.5406,103.503,82.7366,54.2349,57.8861
Acaca,7562.94,7558.52,7643.51,7868.7,8935.86,8221.05,5865.5
Med13,269.73,270.763,244.619,276.825,253.248,248.018,233.779
Pld6,658.985,615.107,614.03,612.46,620.684,643.147,701.875
Myh1,5662.43,4280.87,2564.93,2032.64,272.821,676.274,243.405
Brip1,49.6053,35.2336,46.7111,38.9962,61.209,65.0521,47.8454
Specc1,3302.45,3676.79,3438.72,3763.95,4505.32,4238.87,3342.53
Myo1d,1761.39,1645.63,1682.86,1664.17,4593.88,4265.75,3704.38
Tmem199,267.994,93.9421,232.321,122.9,201.678,238.933,297.565
KPRP,462.43,322.888,734.922,687.962,298.742,374.158,433.404
Rabl6,802.42,904.687,776.881,797.16,821.262,781.472,927.37
Ubr3,1228.93,1293.04,1098.54,1143.26,1126.14,1023.04,1357.14
Dnajc11,940.951,573.346,804.159,598.081,762.723,807.314,1427.69
Scaf1,902.197,913.983,844.933,861.815,888.767,861.55,878.494
Thoc6,520.102,629.183,520.62,567.066,581.585,578.388,556.995
Repin1,84.6916,88.5357,70.9553,77.6968,126.806,108.016,91.9602
Wdr34,27.4578,38.7385,33.3444,34.2959,38.5399,39.0301,49.5736
Bloc1s3,357.269,419.424,380.389,460.649,456.688,457.62,487.834
Uimc1,725.103,641.827,670.035,636.846,933.871,889.213,834.091
Mier1,60.9872,65.526,67.0614,69.8406,57.2273,58.4808,38.2917
Atp13a3,790.165,540.435,612.242,525.289,544.026,581.982,456.949
,93.5128,85.7156,98.1344,83.0501,108.078,92.3068,94.7257
Utp20,4224.9,1645.66,4703.54,2501.86,4208.56,4569.56,7869.53
Acbd5,1380.56,1093.53,1313.61,1244.52,1257.1,1278.23,1848.06
Leo1,580.282,686.914,614.779,638.931,524.524,479.389,483.512
Parl,55.6375,54.0269,51.0139,43.9403,69.4482,52.1104,74.9933
Arcn1,4303.51,4723.94,4132.51,4581.95,4545.92,4401.48,4585.93
Fancb,152.043,150.537,158.984,155.649,227.104,226.066,158.543
Jagn1,135.604,57.8253,113.82,77.5183,224.285,222.779,226.077
Rnf123,357.027,360.284,363.55,352.94,432.379,373.901,460.269
Zdhhc20,660.065,602.657,600.363,597.444,757.208,785.721,913.296
Zdhhc18,13.5496,12.5395,12.4224,12.6705,14.2437,13.7927,7.00648
Zdhhc8,20.702,15.3097,19.3628,21.5038,22.9435,29.3935,21.1518
Sin3a,1585.76,908.297,1859.77,1304.78,1894.96,1957.65,2153.96
Kif1b,2907.24,2944.14,2162.29,2218.23,2126.05,2178,2136.65
Kif1b,656.443,664.818,516.675,501.358,424.16,414.258,435.797
Xrcc1,827.64,1011.24,850.979,949.34,979.358,972.984,1009.33
Ogdh,7812.63,9009.83,7947.34,7584.67,8361.84,8540.7,8150.82
Cttn,4225.32,4923.79,4399.88,4737.36,4515.67,4405.44,4871.29
Myl6,2230.88,1972.55,2033.11,2799.87,2371.01,2438.09,2131.34
Myl6,183.429,180.744,164.406,217.916,141.332,187.53,132.704
Grb2,2014.08,2542,1880.27,2193.03,1336.12,1252.12,1052.46
Flot2,1440.5,1477.55,1158.37,1234.7,1288.2,1323.9,1129.94
Clpb,1238.69,1389.1,1271.12,1368.23,1738.42,1742.53,1379.55
Hnrnpd,2928.44,3143.12,3465.61,3533.56,2825.25,2750.17,2784.49
Lama2,406.58,369.804,257.448,252.427,353.317,399.549,256.452
Ppp5c,1810.43,1906.45,1951.55,1946.13,1930.66,1901.58,2048.02
Chuk,455.217,459.624,459.196,460.138,439.85,440.035,464.746
Psmb6,1840.34,2276.48,1895.98,2287.35,1804.97,1678.82,1402.1
Samhd1,4121.68,4496.6,4060.75,4293.24,4369.08,4292.62,4106.8
Slc27a1,67.1783,37.3238,80.6846,58.6159,69.2349,64.524,125.633
P4ha1,2485.55,2737.71,2583.27,2589.83,4178.98,4136.4,3020
P4ha1,64.1639,72.048,65.1081,66.9268,119.92,108.842,83.4046
Csnk2a1,2287.19,2035.32,2261.27,2095.89,2196.87,2117.95,2320.68
Slc30a1,100.271,93.2772,102.744,104.685,121.167,144.991,109.802
Bag1,1312.25,1537.36,1314.25,1411.29,807.677,800.471,746.655
Khdrbs1,3098.59,3220.72,3338.24,3341.55,3046.9,2947.02,2343.11
Igf1r,316.625,291.809,312.221,279.187,340.349,337.135,315.648
Gcdh,198.861,212.925,192.79,196.658,242.665,235.368,223.674
Irgm1,327.657,277.197,385.212,332.586,706.636,731.827,547.765
Ly75,5910.2,5518.93,6018.51,5800.91,5015.41,5221.23,5255.75
Tnfaip3,1471.14,1588.65,1434.44,1593.86,484.733,479.188,411.935
Stxbp3,746.744,627.061,785.84,723.226,764.616,817.018,1018.31
Cdkn2c,33.9233,36.9339,43.5054,38.7402,38.6926,45.1064,27.8213
Cdkn2d,161.681,127.046,166.375,143.59,125.282,127.151,79.575
Nfkbib,347.554,351.969,336.767,363.752,284.493,373.187,251.228
Rasa3,2533.66,2262.6,2721.97,2498.88,2503.13,2631.4,3295.25
Traf3,28.47,34.2351,32.319,27.4258,31.4161,33.0682,32.4268
Cnot7,422.311,433.377,418.126,426.416,447.625,435.306,395.554
Zbtb17,84.3785,94.3125,70.2185,72.0634,83.2736,72.7663,68.6472
Akt2,548.164,521.53,481.392,517.114,383.126,371.153,392.907
Dvl2,612.042,669.47,612.915,668.143,750.754,746.362,759.798
Col12a1,1711.01,1370.79,2532.17,2053.23,6137.29,6126.19,3138.62
Hells,1403.43,642.779,1608.4,980.512,2251.65,2553.31,2401.07
Serpinb6,9594.23,10855.2,9907.58,11045.6,9390.39,9113.46,9838.21
Ripk1,1671.13,1858.41,1969.5,2118.67,2497.38,2500.45,2507.94
Orc2,326.265,227.69,364.813,292.142,316.936,302.809,315.241
Stip1,10157.9,11829.7,9958.41,10398.7,12061.1,11635.1,9642.3
Caprin1,3572.36,4057.8,4001.4,4132.84,3166.79,3175.19,3138.42
Pter,168.771,200.483,150.887,169.756,186.161,170.073,182.442
Arhgef2,5019.37,3172.14,4804.4,3751.73,3517.47,3594.94,5192.86
Eif4ebp1,746.595,643.736,862.627,1374.16,578.344,553.179,801.474
Eps15l1,4465.77,4903.38,4406,4776.47,4309.55,4258.92,3761.53
Mef2a,242.166,286.041,230.833,231.798,242.643,236.446,217.525
Mef2a,37.7373,33.113,37.9058,31.5533,30.454,26.3217,43.8328
Vdac2,3822.85,3280.86,3848.35,2904.75,2769.05,2802.67,4734.6
Vdac3,3369.8,2301.96,3333.75,2418.21,3899.24,4121.53,5431.46
Vdac1,4397.48,3895.6,4224.27,3348.45,4302.79,4282.84,5381.18
Tbc1d1,2697.37,2878.4,2137.3,2165.57,1104.68,1093.59,1126.56
Cep250,73.5254,96.6645,71.3292,98.4668,79.376,79.7042,78.4466
Pml,1492.35,1612.11,1546.67,1570.15,2091.36,2108.71,1750.42
Kpna1,922.471,980.018,798.431,859.066,689.354,652.786,507.407
Laptm4a,249.007,254.642,191.09,165.926,169.629,196.018,73.0105
Papss1,4631.49,5257.14,5394.63,5572.11,4743.45,4699.3,3521.58
Rbbp4,2549.51,3082.58,2754.68,3060.93,2462.68,2336.19,1904.71
Rbbp7,1105.53,1411.76,1144.73,1222.36,1459.99,1533.7,1235.6
Xiap,162.401,197.24,152.026,191.686,215.154,212.142,141.478
Vav2,303.511,308.571,281.865,275.636,227.081,208.777,226.54
Ppp2r5c,1570.89,1550.25,1813.61,1627.42,1681.01,1973.14,1913.38
Lama5,2642.47,2484.66,3384.69,3203.8,1452.84,1616.25,1330.3
Musk,133.667,136.483,113.65,102.689,152.014,144.911,119.089
Scarb1,294.332,257.537,276.219,259.043,271.986,262.698,252.813
Asns,4002.11,4231.38,3793.3,3834.73,6469.56,6366.62,7168.86
Ift20,358.12,416.876,465.639,495.281,486.783,460.361,356.521
Ncoa2,226.848,240.801,220.177,256.159,329.481,332.889,264.899
Tmpo,2452.05,754.195,2887.77,1386.42,2911.53,3350.25,3607.42
Tmpo,3157.44,3028.77,2968.07,2690.06,3345.18,3305.57,3805.48
